l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index   apogeeID            
-34.119427  11.477346  6.3044  0.6759 -8.9304  0.0247  3.3666  0.0209 -0.0995  -74.4055    0.4235  1.0000 -99.0000 -0.3541  0.3160 -99.0000 33.0000 2M15032424-4525585  
-34.154381  11.401056  7.9154  1.0772 -6.1886  0.0222 -1.4844  0.0232 -0.2542 -115.8503    0.2856  1.0000 -99.0000 -0.2253  0.2812 -99.0000 35.0000 2M15032695-4530582  
-33.640103  12.202618  6.1350  0.4925 -7.2437  0.0258 -0.5166  0.0412  0.0083   -3.5719    0.3107  1.0000 -99.0000 -0.6803  0.3123 -99.0000 36.0000 2M15034053-4434137  
-33.626069  12.220549  6.8622  1.1890 -7.1688  0.0335 -0.2832  0.0464 -0.0748  -40.0678    0.4205  1.0000 -99.0000 -0.4683  0.3189 -99.0000 37.0000 2M15034154-4432531  
-34.003534  11.550872  6.2906  0.6875 -8.7016  0.0366 -0.9473  0.0298 -0.1197  -44.0801    0.2549  1.0000 -99.0000 -0.3230  0.2900 -99.0000 38.0000 2M15034551-4518461  
-34.147179  11.292315  5.9683  0.4899 -5.4025  0.0187 -1.0417  0.0203 -0.2676    2.0525    0.2885  1.0000 -99.0000 -0.2332  0.3097 -99.0000 39.0000 2M15034751-4536258  
-33.857470  11.776580  6.1472  0.6532 -6.0953  0.0340  0.3058  0.0372 -0.1249  -11.1038    0.3037  1.0000 -99.0000 -0.4320  0.2670 -99.0000 40.0000 2M15034966-4502452  
-34.010965  11.461363  6.2714  0.6213 -6.4941  0.0308  0.9539  0.0289 -0.2029 -110.0949    0.2543  1.0000 -99.0000  0.0065  0.0451 -99.0000 41.0000 2M15035850-4523389  
-33.750829  11.889757  7.1283  1.0441 -7.4982  0.0202 -1.3583  0.0220 -0.1465   10.1070    0.3582  1.0000 -99.0000 -0.5417  0.3483 -99.0000 42.0000 2M15040132-4453448  
-33.915786  11.562900  5.9005  1.1183 -4.3175  0.0246  0.8601  0.0274 -0.0874  -65.0726    0.2423  1.0000 -99.0000 -0.4579  0.2703 -99.0000 43.0000 2M15040892-4515348  
-34.085011  11.175629  6.4514  0.6524 -2.8563  0.0214  1.7637  0.0207 -0.1209  -97.7857    0.1745  1.0000 -99.0000  0.0795  0.0963 -99.0000 44.0000 2M15042556-4540415  
-34.091674  11.159765  5.6251  0.5432 -2.9604  0.0379 -1.7777  0.0287 -0.1954  -74.7008    0.3400  1.0000 -99.0000 -0.3178  0.2491 -99.0000 45.0000 2M15042633-4541427  
-34.026515  11.266003  6.0526  0.7681 -8.0767  0.0243  0.7922  0.0249 -0.2258   30.7790    0.1346  1.0000 -99.0000 -0.0599  0.0638 -99.0000 46.0000 2M15042722-4534165  
-34.055964  11.190128  6.5721  0.6159 -6.8406  0.0317  0.0235  0.0303 -0.1289 -143.3818    0.3125  1.0000 -99.0000 -0.2147  0.2474 -99.0000 47.0000 2M15043158-4539053  
-33.739458  11.659961  6.4374  0.8176 -6.3722  0.0315 -0.0611  0.0469  0.0350  -61.7031    0.6386  1.0000 -99.0000 -0.7316  0.3009 -99.0000 48.0000 2M15044345-4505221  
-33.917323  11.351025  6.7743  0.8093 -5.5510  0.0187  1.5606  0.0219 -0.0954  -87.5543    0.2446  1.0000 -99.0000 -0.3356  0.3128 -99.0000 49.0000 2M15044450-4526391  
-33.941967  11.210148  7.9613  1.0483 -6.8133  0.0239 -0.8334  0.0226 -0.0178  -97.0209    0.2679  1.0000 -99.0000 -0.2902  0.2668 -99.0000 50.0000 2M15050141-4534420  
-33.372246  12.118192  5.6734  0.6742 -7.5557  0.0288 -1.1453  0.0334 -0.1689  -58.4851    0.3939  1.0000 -99.0000 -0.4130  0.2148 -99.0000 51.0000 2M15051112-4430465  
-33.589553  11.749284  5.5990  0.5357 -5.0652  0.0267  3.0600  0.0402  0.0122  -17.4325    0.2803  1.0000 -99.0000 -0.6381  0.3593 -99.0000 52.0000 2M15051144-4456195  
-33.500973  11.688855  5.8758  0.7491 -6.5650  0.0231 -0.7409  0.0234 -0.1742 -122.2689    0.1004  1.0000 -99.0000 -0.1068  0.2630 -99.0000 53.0000 2M15054716-4456508  
-33.510385  11.579876  6.7660  0.9312 -10.0610  0.0160  0.4135  0.0190 -0.1934   30.3778    0.3813  1.0000 -99.0000 -0.3156  0.3042 -99.0000 54.0000 2M15060306-4502465  
-33.452132  11.617798  6.2735  0.6417 -5.0019  0.0299 -0.7904  0.0344 -0.1386  -11.9728    0.2482  1.0000 -99.0000 -0.4489  0.3531 -99.0000 55.0000 2M15061331-4459051  
-33.299788  11.853460  5.9801  1.0760 -6.7277  0.0313 -0.9164  0.0285 -0.2302 -162.7322    0.2510  1.0000 -99.0000 -0.5954  0.3779 -99.0000 56.0000 2M15061668-4442218  
-33.315442  11.818976  6.4660  0.6118 -6.8170  0.0211  0.9381  0.0196 -0.2463  -51.6636    0.4798  1.0000 -99.0000 -0.2637  0.2648 -99.0000 57.0000 2M15061809-4444367  
-33.467617  11.547546  7.4346  1.1418 -7.3130  0.0214 -0.5182  0.0256 -0.1321  -78.6415    0.3038  1.0000 -99.0000 -0.4600  0.2592 -99.0000 58.0000 2M15062089-4503110  
-33.627717  11.214211  5.9975  0.6006 -6.8408  0.0341 -1.9081  0.0388 -0.1112 -103.4232    0.4138  1.0000 -99.0000 -0.4252  0.2068 -99.0000 59.0000 2M15063200-4525123  
-33.424749  11.382813  7.0012  0.7318 -7.7439  0.0205 -0.7736  0.0224 -0.2542  -27.8103    0.2534  1.0000 -99.0000 -0.2347  0.2675 -99.0000 60.0000 2M15070153-4510263  
-33.288087  11.588829  6.5511  0.7150 -4.2086  0.0306 -3.3120  0.0333 -0.2375  -10.5015    0.2765  1.0000 -99.0000 -0.6387  0.3547 -99.0000 61.0000 2M15070529-4455428  
-30.668175  12.825543  6.0376  0.5885 -5.7566  0.0291  0.7283  0.0272 -0.1950  -92.3427    0.5165  1.0000 -99.0000 -0.2808  0.2506 -99.0000 62.0000 2M15153631-4232124  
-30.632756  12.840224  6.0255  0.5314 -5.8601  0.0241  0.5568  0.0282 -0.1801 -125.0971    0.3175  1.0000 -99.0000 -0.3226  0.3018 -99.0000 64.0000 2M15154323-4230210  
-30.942798  12.326267  5.4856  0.4484 -6.6382  0.0257  0.2714  0.0237 -0.1524 -108.5471    0.3960  1.0000 -99.0000  0.0747  0.1087 -99.0000 65.0000 2M15155002-4306068  
-30.565606  12.880413  8.1486  1.3309 -5.1106  0.0263 -0.4331  0.0307 -0.1080   39.6607    0.2830  1.0000 -99.0000 -0.5887  0.3665 -99.0000 66.0000 2M15155415-4226123  
-30.935701  12.300115  8.9805  0.8663 -5.2109  0.0242 -1.4510  0.0212 -0.2035  -29.9489    0.8195  1.0000 -99.0000 -0.5792  0.3015 -99.0000 67.0000 2M15155656-4307128  
-30.673694  12.692060  6.8413  0.7927 -3.7354  0.0189 -1.8534  0.0205 -0.2077   19.8205    0.1988  1.0000 -99.0000 -0.3748  0.3312 -99.0000 68.0000 2M15155821-4239079  
-30.904279  12.314504  5.1366  0.5819 -5.7765  0.0229 -0.3324  0.0216 -0.1621   -7.1839    0.2125  1.0000 -99.0000 -0.1264  0.2089 -99.0000 69.0000 2M15160253-4305297  
-30.624004  12.705219  6.2649  0.5321 -5.2997  0.0242  2.3364  0.0289 -0.1790 -107.8506    0.3519  1.0000 -99.0000 -0.5476  0.3421 -99.0000 71.0000 2M15160924-4236541  
-30.939269  12.213956  5.6207  0.4830 -4.3446  0.0277  0.9206  0.0262 -0.2167  -99.9428    0.4468  1.0000 -99.0000 -0.5413  0.3823 -99.0000 72.0000 2M15161082-4311411  
-30.660793  12.603905  7.0467  1.4069 -4.6976  0.0457 -1.2027  0.0370 -0.2837 -100.3756    0.2465  1.0000 -99.0000 -0.4154  0.3497 -99.0000 74.0000 2M15161717-4243110  
-34.700268   6.268600  5.9151  1.0115 -7.5158  0.0397  1.6109  0.0545 -0.1653  -99.8185    0.4279  1.0000 -99.0000 -0.4624  0.3460 -99.0000 75.0000 2M15162082-5012103  
-30.634914  12.616756  6.0568  0.5762 -13.4582  0.0265 -2.2961  0.0212 -0.2955  -43.4754    0.7761  1.0000 -99.0000 -0.4581  0.3493 -99.0000 76.0000 2M15162187-4241430  
-30.683990  12.535262  6.9459  0.7859 -11.4606  0.0227  0.2491  0.0232 -0.4023 -131.5989    0.3180  1.0000 -99.0000 -0.6197  0.3558 -99.0000 77.0000 2M15162304-4247231  
-30.761449  12.402678  5.4642  0.5684 -0.9147  0.0187  2.1982  0.0279 -0.3927   81.1131    0.3375  1.0000 -99.0000 -0.3453  0.1255 -99.0000 78.0000 2M15162556-4256320  
-34.419168   6.689884  5.6300  0.6619 -9.0170  0.0318  0.6152  0.0394 -0.1212  -41.6608    2.2954  1.0000 -99.0000 -0.6095  0.2717 -99.0000 79.0000 2M15162600-4941513  
-30.397465  12.953412  5.5358  0.5688 -4.5309  0.0257 -4.8773  0.0409  0.0280   25.2810    0.3213  1.0000 -99.0000 -0.4221  0.3159 -99.0000 80.0000 2M15162619-4217129  
-30.739315  12.408616  4.9554  0.4344 -9.1427  0.0251  1.3313  0.0348 -0.4325  -32.6023    0.2703  1.0000 -99.0000 -0.4097  0.2922 -99.0000 81.0000 2M15163049-4255320  
-30.492155  12.751011  8.3946  1.4334 -5.9792  0.0208  0.6304  0.0255 -0.1020   41.4421    0.3148  1.0000 -99.0000 -0.7600  0.3496 -99.0000 82.0000 2M15163648-4230256  
-30.446349  12.817046  4.9060  0.4712 -5.6084  0.0230  1.0214  0.0280 -0.0901  -32.0229    0.2292  1.0000 -99.0000 -0.1883  0.1841 -99.0000 83.0000 2M15163710-4225387  
-34.502536   6.491073  7.8074  1.4875 -6.0144  0.0309 -1.8923  0.0265 -0.1687  -84.6941    0.3362  1.0000 -99.0000 -0.4150  0.3128 -99.0000 84.0000 2M15163908-4954362  
-30.888346  12.132116  5.3716  0.4433 -5.3291  0.0253 -1.4199  0.0264 -0.2602  -48.1575    0.2525  1.0000 -99.0000 -0.3409  0.2730 -99.0000 85.0000 2M15163914-4314130  
-30.912410  12.073778  5.6978  0.4652 -7.5820  0.0274 -3.2749  0.0254 -0.2206  -26.2019    0.2329  1.0000 -99.0000 -0.4957  0.3733 -99.0000 86.0000 2M15164298-4317555  
-34.492617   6.451062  5.5277  0.6294 -8.6061  0.0227  0.8582  0.0226 -0.0832  -58.4282    0.1872  1.0000 -99.0000  0.0385  0.1817 -99.0000 87.0000 2M15165012-4956195  
-34.509284   6.422856  7.9346  1.2240 -2.9872  0.0245 -3.6138  0.0230 -0.1460 -114.3231    0.7197  1.0000 -99.0000 -0.5712  0.3319 -99.0000 88.0000 2M15165045-4958171  
-34.560827   6.327032  5.8361  1.0089 -5.9179  0.0393 -2.3649  0.0485 -0.0673  -76.4600    0.2252  1.0000 -99.0000 -0.2271  0.2266 -99.0000 89.0000 2M15165324-5004474  
-30.882776  12.055426  5.3186  0.7347 -7.3984  0.0266  0.5549  0.0272 -0.2309  -32.3065    0.1729  1.0000 -99.0000 -0.1993  0.2412 -99.0000 90.0000 2M15165430-4317549  
-30.840627  12.095422  6.1282  0.6563 -7.6140  0.0280  0.8772  0.0320 -0.2733  -39.3403    0.3023  1.0000 -99.0000 -0.4015  0.3152 -99.0000 91.0000 2M15165862-4314337  
-30.287513  12.932848  6.4063  0.6970 -3.7155  0.0289 -2.7515  0.0400  0.0024 -112.1601    0.6433  1.0000 -99.0000 -0.7609  0.3443 -99.0000 92.0000 2M15165904-4214465  
-30.185746  13.007030  4.7670  0.6234 -3.7445  0.0285  0.0083  0.0298 -0.2403  -19.2539    0.5638  1.0000 -99.0000 -0.6727  0.3606 -99.0000 93.0000 2M15171300-4207486  
-30.423895  12.593321  6.1679  0.8661 -5.4226  0.0324  0.3207  0.0443 -0.1471 -101.5236    0.3330  1.0000 -99.0000 -0.4054  0.2802 -99.0000 94.0000 2M15172252-4236133  
-30.471133  12.505119  8.5493  1.1261 -5.7328  0.0237 -0.8444  0.0239 -0.1994   -0.9476    0.7011  1.0000 -99.0000 -0.5015  0.2727 -99.0000 95.0000 2M15172549-4242101  
-30.549865  12.376022  4.8183  0.9094 -8.1386  0.0310  0.9932  0.0346 -0.2038 -103.4788    0.3866  1.0000 -99.0000 -0.2430  0.2731 -99.0000 96.0000 2M15172726-4251107  
-34.148210   6.805762  6.0163  1.1188 -7.3458  0.0238  0.4114  0.0276 -0.1072  -29.2162    1.8781  1.0000 -99.0000 -0.1201  0.2307 -99.0000 97.0000 2M15172757-4927231  
-30.267801  12.795795  5.5890  0.4469 -11.9423  0.0217  1.7949  0.0331 -0.0424   13.6369    0.2994  1.0000 -99.0000 -0.7718  0.3533 -99.0000 98.0000 2M15172842-4221034  
-34.298062   6.553416  5.8521  0.7887 -8.6652  0.0277  0.4887  0.0320 -0.0413  -58.5480    0.1240  1.0000 -99.0000  0.0272  0.1569 -99.0000 99.0000 2M15173076-4944572  
-30.348186  12.659193  5.2617  0.4180 -8.4031  0.0232  3.2327  0.0353 -0.1534  -36.3362    0.3177  1.0000 -99.0000 -0.2915  0.2741 -99.0000 100.0000 2M15173111-4230298  
-30.339089  12.617545  5.8675  0.6028 -9.8062  0.0323 -1.8159  0.0512 -0.1317  -65.7760    0.2581  1.0000 -99.0000 -0.2322  0.2935 -99.0000 101.0000 2M15174089-4232182  
-30.629865  12.166221  6.2171  0.5929 -9.3465  0.0332  0.9148  0.0438 -0.4413 -162.0680    0.3534  1.0000 -99.0000 -0.2337  0.3023 -99.0000 103.0000 2M15174302-4304179  
-34.287806   6.500282  8.0762  1.2994 -7.9654  0.0269 -2.9674  0.0236 -0.2253  -31.2087    0.3892  1.0000 -99.0000 -0.4948  0.3451 -99.0000 104.0000 2M15174449-4947195  
-30.166201  12.809349  6.1990  0.8644 -5.2382  0.0284 -0.9037  0.0312 -0.1128 -107.9295    0.7585  1.0000 -99.0000 -0.7641  0.3101 -99.0000 105.0000 2M15175299-4217087  
-30.569780  12.183028  5.1056  0.7462 -8.1673  0.0324  0.7832  0.0345 -0.2208  -56.0913    0.6875  1.0000 -99.0000 -0.3103  0.1893 -99.0000 106.0000 2M15175623-4301323  
-30.498320  12.245914  6.0928  0.4951 -7.3312  0.0193  2.3095  0.0201 -0.1071 -103.7519    2.7489  1.0000 -99.0000  0.0317  0.1546 -99.0000 107.0000 2M15180425-4256056  
-34.360728   6.250830  5.5357  0.8023 -2.8245  0.0278 -1.1894  0.0339 -0.1485   18.7802    0.3186  1.0000 -99.0000 -0.3077  0.3204 -99.0000 108.0000 2M15181134-5002180  
-30.214596  12.618856  5.3413  0.3571 -5.9118  0.0160  1.4516  0.0191 -0.2791  -75.3640    3.2238  1.0000 -99.0000 -0.6389  0.3273 -99.0000 109.0000 2M15181384-4228164  
-34.483467   6.043506  7.2102  0.7235 -5.6928  0.0481  0.3974  0.0708 -0.1126  -53.8440    0.3326  1.0000 -99.0000 -0.2375  0.2139 -99.0000 110.0000 2M15181426-5016436  
-34.180743   6.512811  5.6021  0.7605 -5.6723  0.0445 -0.8722  0.0574 -0.0743   35.9326    0.2347  1.0000 -99.0000 -0.5116  0.3082 -99.0000 111.0000 2M15181540-4943166  
-30.713347  11.849494  4.8008  0.2943 -5.2294  0.0239  0.6756  0.0261 -0.1762  -18.5337    0.2490  1.0000 -99.0000 -0.6501  0.3031 -99.0000 112.0000 2M15181708-4322550  
-30.504122  12.157187  4.8626  0.4772 -10.1209  0.0216 -4.6406  0.0218 -0.2741  -17.8784    0.7022  1.0000 -99.0000 -0.7024  0.3629 -99.0000 113.0000 2M15181852-4300445  
-30.730878  11.798325  5.4085  0.5734 -8.0361  0.0278  7.2075  0.0341 -0.1876  -97.3644    0.3340  1.0000 -99.0000 -0.5118  0.3413 -99.0000 114.0000 2M15182152-4326032  
-30.567676  12.039866  6.0178  0.8265 -7.3005  0.0208  1.4406  0.0255 -0.1893  -52.3843    0.1939  1.0000 -99.0000 -0.4414  0.3495 -99.0000 115.0000 2M15182237-4308408  
-30.537908  12.030586  6.6070  0.6206 -8.0557  0.0202 -0.1989  0.0217 -0.2321  -60.5574    0.4404  1.0000 -99.0000 -0.6490  0.2695 -99.0000 118.0000 2M15183207-4308117  
-30.494796  12.085890  4.7205  0.9299 -1.1590  0.0323 -1.3782  0.0344 -0.1527    8.4587    0.3877  1.0000 -99.0000 -0.2896  0.2746 -99.0000 119.0000 2M15183377-4304020  
-34.066005   6.576371  7.5072  1.1889 -6.7773  0.0251 -1.0365  0.0365 -0.0468  -97.7686    0.3473  1.0000 -99.0000 -0.1940  0.1675 -99.0000 120.0000 2M15183845-4936235  
-30.638074  11.843926  5.0690  0.4655 -6.0202  0.0173 -0.3974  0.0221 -0.1838  -55.3660    0.2443  1.0000 -99.0000 -0.2557  0.2427 -99.0000 121.0000 2M15183849-4320474  
-34.155394   6.432521  7.5930  1.0821 -7.2052  0.0255 -0.8835  0.0351 -0.1954   36.5930    0.3149  1.0000 -99.0000 -0.4505  0.3374 -99.0000 122.0000 2M15183928-4946321  
-33.998335   6.669663  5.4432  0.6216 -8.1730  0.0229 -1.2673  0.0340 -0.2113  -28.3061    0.2656  1.0000 -99.0000  0.2583  0.0498 -99.0000 123.0000 2M15184091-4929302  
-30.185016  12.466368  6.5567  0.4754 -3.5424  0.0304  0.3086  0.0286 -0.1415 -103.6164    0.3038  1.0000 -99.0000 -0.7981  0.2740 -99.0000 125.0000 2M15184882-4234596  
-30.537420  11.933463  6.0332  0.6188 -4.1148  0.0281 -2.3714  0.0297 -0.2868  -64.4352    0.2416  1.0000 -99.0000 -0.2710  0.2689 -99.0000 127.0000 2M15184962-4313039  
-34.514801   5.811479  6.7627  1.3047 -2.6061  0.0997 -2.0390  0.1294 -0.1083  -47.6033    0.2849  1.0000 -99.0000 -0.4427  0.2468 -99.0000 128.0000 2M15185113-5029290  
-34.108378   6.442478  6.2692  0.7349 -3.6406  0.0282 -0.8291  0.0354 -0.1827  -51.2953    0.4236  1.0000 -99.0000 -0.4642  0.2913 -99.0000 129.0000 2M15185193-4944315  
-30.564330  11.853749  7.2691  1.1222 -4.1123  0.0316 -0.4043  0.0372 -0.1095  -58.1554    0.6090  1.0000 -99.0000 -0.6241  0.2568 -99.0000 131.0000 2M15185668-4317562  
-34.546663   5.732511  7.5092  1.3018 -7.4529  0.0188 -1.1251  0.0297 -0.0716   68.2594    0.2684  1.0000 -99.0000 -0.4957  0.2369 -99.0000 132.0000 2M15185704-5034302  
-33.876251   6.778189  5.6703  0.7017 -6.5282  0.0249 -0.4391  0.0312 -0.2469  -30.7387    0.2220  1.0000 -99.0000  0.0526  0.1420 -99.0000 133.0000 2M15185711-4920062  
-34.384452   5.980786  8.0101  1.0670 -5.3989  0.0541  1.1258  0.0755 -0.1068  -71.1292    0.2516  1.0000 -99.0000 -0.2610  0.1298 -99.0000 134.0000 2M15185810-5016442  
-30.377330  12.126201  6.0612  0.6406  1.3087  0.0340  1.2848  0.0424 -0.1332  -32.7602    0.2792  1.0000 -99.0000 -0.7067  0.3143 -99.0000 135.0000 2M15185815-4258150  
-34.340089   6.037302  5.2819  0.6651 -7.7789  0.0463  1.5148  0.0736 -0.1094  -59.6293    0.3557  1.0000 -99.0000 -0.5286  0.3791 -99.0000 136.0000 2M15190068-5012273  
-30.062269  12.536673  4.9747  0.3108 -6.1452  0.0181 -0.4689  0.0157 -0.2293  -94.1017    0.1835  1.0000 -99.0000 -0.3719  0.2943 -99.0000 138.0000 2M15190896-4227317  
-30.481303  11.887593  5.7051  0.4638 -1.4686  0.0164  0.0406  0.0242 -0.0521  -92.0325    0.5379  1.0000 -99.0000 -0.5594  0.3415 -99.0000 139.0000 2M15191302-4313344  
-30.440263  11.939693  5.7335  0.4512 -5.6460  0.0162 -2.6401  0.0233 -0.0486 -104.1915    0.6264  1.0000 -99.0000 -0.6377  0.2753 -99.0000 140.0000 2M15191471-4309381  
-30.011023  12.533042  6.3864  0.6153 -3.3649  0.0341 -2.9929  0.0323 -0.2641  -33.6139    0.3641  1.0000 -99.0000 -0.3524  0.2759 -99.0000 142.0000 2M15192322-4226039  
-33.853683   6.678944  7.1801  0.8921 -6.4549  0.0287  0.0141  0.0388 -0.2058  -79.9053    0.1664  1.0000 -99.0000  0.0773  0.0624 -99.0000 143.0000 2M15192378-4924238  
-30.331409  12.047889  7.5706  1.1159 -7.6663  0.0237  1.3669  0.0369 -0.0620  -39.9424    0.2569  1.0000 -99.0000 -0.5978  0.3399 -99.0000 144.0000 2M15192454-4300425  
-30.287635  12.111555  6.5461  0.5393 -5.6669  0.0309  0.1188  0.0323 -0.2542  -91.0117    0.4335  1.0000 -99.0000 -0.4301  0.3062 -99.0000 145.0000 2M15192486-4256063  
-30.050134  12.426771  5.3846  0.5102 -7.7053  0.0227  0.4410  0.0202 -0.1853  -53.8297    0.4317  1.0000 -99.0000 -0.5860  0.3497 -99.0000 146.0000 2M15193181-4232392  
-29.992367  12.497343  5.5398  0.5225 -7.5036  0.0398  0.6357  0.0320 -0.3598  -24.3706    0.3932  1.0000 -99.0000 -0.5891  0.3259 -99.0000 147.0000 2M15193455-4227153  
-30.448516  11.785684  6.3869  1.0211 -1.4316  0.0336 -2.2931  0.0406 -0.1373  -89.7252    0.3938  1.0000 -99.0000 -0.3290  0.1355 -99.0000 148.0000 2M15194024-4317381  
